Store,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,CompetitionDistance,Promo2,Month_binned
57,2,10899,969,1,1,0,0,420.0,0,"(0,3]"
121,3,5434,535,1,1,0,0,3570.0,1,"(0,3]"
664,6,3428,443,1,0,0,0,1680.0,0,"(6,9]"
398,1,6468,765,1,0,0,0,1540.0,1,"(6,9]"
65,7,0,0,0,0,0,0,13840.0,1,"(6,9]"
130,4,0,0,0,0,3,1,900.0,1,"(9,12]"
649,7,0,0,0,0,0,0,14570.0,0,"(9,12]"
150,6,7753,762,1,0,0,0,31830.0,0,"(3,6]"
190,1,10210,776,1,1,0,0,1470.0,1,"(6,9]"
755,1,12634,969,1,1,0,0,13130.0,0,"(0,3]"
321,3,3568,416,1,0,0,1,8140.0,1,"(0,3]"
315,5,5959,553,1,1,0,1,38710.0,0,"(6,9]"
736,5,5121,494,1,0,0,0,1650.0,1,"(0,3]"
683,4,9330,902,1,0,0,1,2850.0,0,"(3,6]"
685,1,10839,871,1,1,0,0,650.0,1,"(0,3]"
1039,3,7457,920,1,0,0,0,70.0,1,"(9,12]"
469,3,13034,1630,1,1,0,0,710.0,0,"(0,3]"
1052,5,7587,791,1,1,0,0,5080.0,1,"(9,12]"
378,6,7211,1063,1,0,0,0,2140.0,0,"(0,3]"
676,2,9270,2001,1,1,0,0,1410.0,0,"(3,6]"
396,4,11826,1342,1,1,0,0,23130.0,0,"(0,3]"
707,2,10966,1198,1,1,0,0,2900.0,0,"(9,12]"
293,5,6226,786,1,0,0,1,140.0,0,"(3,6]"
746,7,0,0,0,0,0,0,4330.0,1,"(0,3]"
819,3,4224,433,1,0,0,0,720.0,0,"(9,12]"
168,6,4473,446,1,0,0,0,12540.0,0,"(6,9]"
376,2,6283,796,1,0,0,0,160.0,0,"(6,9]"
287,4,10640,1031,1,1,0,1,2740.0,1,"(0,3]"
543,7,0,0,0,0,0,0,1080.0,0,"(9,12]"
426,2,5996,704,1,1,0,0,250.0,0,"(3,6]"
411,1,13254,912,1,1,0,0,8460.0,0,"(0,3]"
487,5,7655,795,1,1,0,0,2180.0,1,"(3,6]"
698,3,15871,1886,1,0,0,0,1790.0,0,"(6,9]"
84,4,10881,1175,1,1,0,0,11810.0,0,"(0,3]"
830,2,7179,609,1,1,0,0,6320.0,1,"(0,3]"
153,1,5827,588,1,0,0,0,16240.0,1,"(6,9]"
25,3,13358,1768,1,1,0,0,430.0,0,"(9,12]"
852,3,3823,512,1,0,0,0,940.0,1,"(3,6]"
232,4,3825,336,1,1,0,1,13570.0,1,"(0,3]"
477,6,6377,466,1,0,0,0,770.0,1,"(9,12]"
132,7,0,0,0,0,0,0,1040.0,1,"(0,3]"
168,4,6876,747,1,0,0,0,12540.0,0,"(0,3]"
1058,4,5264,589,1,0,0,0,180.0,1,"(6,9]"
566,7,0,0,0,0,0,0,3620.0,1,"(3,6]"
51,5,8414,567,1,1,0,0,10570.0,1,"(3,6]"
886,5,7184,665,1,1,0,0,12430.0,0,"(0,3]"
149,3,6014,473,1,1,0,0,2610.0,1,"(3,6]"
310,2,8992,786,1,1,0,0,2290.0,1,"(3,6]"
12,7,0,0,0,0,0,0,1070.0,1,"(9,12]"
1008,2,7085,835,1,1,0,1,30.0,0,"(3,6]"
16,3,9548,987,1,1,0,1,3270.0,0,"(3,6]"
486,1,0,0,0,0,1,0,2320.0,1,"(3,6]"
55,5,4799,586,1,0,0,0,720.0,0,"(3,6]"
324,1,10260,1173,1,1,0,0,13140.0,1,"(3,6]"
348,7,0,0,0,0,0,0,16490.0,1,"(3,6]"
276,7,0,0,0,0,0,0,2960.0,1,"(0,3]"
605,2,6336,477,1,0,0,1,10310.0,1,"(3,6]"
114,3,5670,585,1,1,0,1,4510.0,1,"(0,3]"
779,5,6930,751,1,0,0,1,16990.0,0,"(0,3]"
108,1,12793,980,1,1,0,0,2190.0,0,"(3,6]"
1075,2,12106,1106,1,1,0,0,1410.0,0,"(3,6]"
848,7,0,0,0,0,0,0,370.0,1,"(9,12]"
906,7,0,0,0,0,0,0,90.0,0,"(6,9]"
586,2,14415,2333,1,0,0,1,250.0,0,"(3,6]"
214,5,9289,740,1,1,0,0,8650.0,1,"(6,9]"
759,7,0,0,0,0,0,0,110.0,1,"(9,12]"
589,7,0,0,0,0,0,0,360.0,1,"(9,12]"
679,2,11139,1069,1,1,0,1,4140.0,0,"(6,9]"
984,3,6830,766,1,1,0,1,440.0,1,"(6,9]"
729,6,10205,1063,1,0,0,0,8980.0,0,"(3,6]"
706,3,8342,699,1,1,0,0,7830.0,1,"(3,6]"
964,2,6145,989,1,0,0,0,270.0,1,"(6,9]"
863,5,0,0,0,1,2,1,21370.0,0,"(3,6]"
1022,4,7528,840,1,1,0,0,1520.0,0,"(9,12]"
499,6,5906,850,1,0,0,0,450.0,1,"(3,6]"
597,6,3667,547,1,0,0,0,150.0,1,"(9,12]"
468,7,0,0,0,0,0,0,5260.0,0,"(9,12]"
1,7,0,0,0,0,0,0,1270.0,0,"(0,3]"
702,5,4086,346,1,0,0,1,8550.0,1,"(3,6]"
450,5,7443,941,1,0,0,1,5780.0,1,"(6,9]"
1014,1,11428,1366,1,0,0,0,210.0,1,"(3,6]"
1017,6,3883,667,1,0,0,0,110.0,0,"(6,9]"
472,7,0,0,0,0,0,0,5030.0,0,"(9,12]"
467,4,12782,1574,1,1,0,1,20390.0,0,"(9,12]"
923,5,5601,661,1,1,0,0,280.0,0,"(6,9]"
682,2,15216,2172,1,1,0,0,150.0,0,"(9,12]"
1063,5,2903,432,1,0,0,1,6250.0,0,"(6,9]"
456,4,5773,898,1,1,0,0,140.0,0,"(0,3]"
34,5,7441,1032,1,1,0,0,2240.0,0,"(9,12]"
317,4,4550,454,1,1,0,0,3140.0,1,"(0,3]"
1089,7,0,0,0,0,0,0,5220.0,0,"(3,6]"
108,2,10181,747,1,0,0,0,2190.0,0,"(6,9]"
472,7,0,0,0,0,0,0,5030.0,0,"(0,3]"
539,1,13622,1286,1,1,0,0,770.0,1,"(3,6]"
112,3,6942,813,1,1,0,0,1630.0,0,"(0,3]"
767,7,0,0,0,0,0,0,13080.0,0,"(9,12]"
483,3,4727,641,1,0,0,0,2310.0,1,"(9,12]"
62,2,8604,887,1,1,0,1,2050.0,0,"(6,9]"
283,7,0,0,0,0,0,0,2260.0,1,"(0,3]"
1046,3,8504,675,1,1,0,1,29070.0,0,"(3,6]"
604,6,7158,560,1,0,0,0,10950.0,0,"(3,6]"
912,7,0,0,0,0,0,0,3100.0,0,"(0,3]"
308,5,7480,830,1,0,0,0,1070.0,1,"(3,6]"
953,3,5580,548,1,1,0,0,19830.0,1,"(0,3]"
800,5,6865,574,1,1,0,0,2020.0,0,"(9,12]"
194,2,3872,341,1,1,0,0,16970.0,1,"(3,6]"
989,6,3423,357,1,0,0,0,1640.0,1,"(3,6]"
1073,6,4267,533,1,0,0,0,1710.0,1,"(0,3]"
703,5,3538,392,1,1,0,0,80.0,0,"(9,12]"
302,6,3447,316,1,0,0,0,2190.0,1,"(9,12]"
540,5,4994,362,1,0,0,0,810.0,1,"(3,6]"
772,3,3414,482,1,0,0,0,1850.0,0,"(0,3]"
972,3,3378,389,1,1,0,0,14960.0,0,"(0,3]"
43,2,7524,634,1,1,0,1,4880.0,1,"(9,12]"
793,6,3630,398,1,0,0,0,2710.0,0,"(6,9]"
1015,5,5524,512,1,0,0,1,9910.0,1,"(3,6]"
138,4,0,0,0,0,1,1,25360.0,0,"(0,3]"
393,1,7859,738,1,1,0,1,4820.0,0,"(9,12]"
1036,4,5194,492,1,1,0,0,9560.0,1,"(3,6]"
128,3,6011,559,1,0,0,0,2000.0,1,"(6,9]"
558,4,3487,487,1,1,0,1,3000.0,0,"(3,6]"
944,6,8208,1297,1,0,0,0,1670.0,0,"(3,6]"
423,2,7607,1402,1,0,0,0,1270.0,0,"(0,3]"
452,1,7456,600,1,1,0,1,1850.0,1,"(6,9]"
924,7,0,0,0,0,0,0,6420.0,1,"(3,6]"
611,4,5895,504,1,1,0,1,8080.0,1,"(6,9]"
834,1,4966,649,1,0,0,1,3470.0,0,"(6,9]"
144,2,6289,629,1,0,0,0,16570.0,0,"(0,3]"
20,7,0,0,0,0,0,0,2340.0,1,"(0,3]"
164,7,0,0,0,0,0,0,1160.0,1,"(0,3]"
159,3,5195,564,1,0,0,0,8530.0,0,"(0,3]"
1006,1,5911,839,1,0,0,0,3890.0,1,"(9,12]"
1081,2,7277,1111,1,1,0,0,400.0,0,"(6,9]"
609,4,3840,465,1,0,0,0,2070.0,0,"(0,3]"
905,7,0,0,0,0,0,0,90.0,0,"(6,9]"
127,7,0,0,0,0,0,0,1350.0,1,"(6,9]"
728,7,0,0,0,0,0,0,13990.0,1,"(6,9]"
608,7,0,0,0,0,0,0,18370.0,1,"(9,12]"
327,2,8365,993,1,1,0,0,1390.0,0,"(3,6]"
640,7,0,0,0,0,0,0,8040.0,0,"(3,6]"
1004,1,8116,614,1,1,0,0,970.0,1,"(6,9]"
1010,6,9234,884,1,0,0,0,4610.0,1,"(6,9]"
766,1,9094,673,1,1,0,0,9820.0,0,"(3,6]"
1108,4,7301,727,1,1,0,0,540.0,0,"(6,9]"
319,6,4662,576,1,0,0,0,570.0,1,"(6,9]"
222,7,0,0,0,0,0,0,2170.0,0,"(9,12]"
959,5,8938,878,1,0,0,0,1060.0,0,"(0,3]"
588,3,5221,653,1,0,0,0,15720.0,0,"(6,9]"
253,2,11159,1089,1,1,0,0,250.0,1,"(9,12]"
921,1,9880,1192,1,0,0,0,840.0,0,"(9,12]"
471,5,7554,681,1,0,0,0,5300.0,1,"(9,12]"
926,2,14540,817,1,1,0,1,5150.0,1,"(0,3]"
697,4,11477,945,1,1,0,1,3780.0,1,"(6,9]"
684,5,0,0,0,1,2,1,680.0,1,"(3,6]"
453,4,11732,1353,1,1,0,1,75860.0,0,"(6,9]"
351,3,6256,536,1,1,0,0,5290.0,1,"(9,12]"
907,3,5560,689,1,0,0,0,250.0,0,"(9,12]"
1106,6,2819,330,1,0,0,0,5330.0,1,"(0,3]"
271,7,0,0,0,0,0,0,420.0,1,"(6,9]"
474,7,0,0,0,0,0,0,14810.0,1,"(9,12]"
826,7,0,0,0,0,0,0,7980.0,0,"(6,9]"
677,7,0,0,0,0,0,0,1740.0,1,"(0,3]"
726,6,4678,502,1,0,0,0,40540.0,0,"(3,6]"
196,6,4048,599,1,0,0,0,3850.0,1,"(3,6]"
113,5,6505,633,1,0,0,1,20930.0,0,"(3,6]"
372,2,9019,729,1,1,0,0,4880.0,1,"(9,12]"
481,2,3404,346,1,0,0,1,7470.0,1,"(6,9]"
470,1,15361,1849,1,1,0,0,50.0,0,"(3,6]"
346,4,6095,563,1,1,0,0,8090.0,0,"(0,3]"
309,5,8532,684,1,1,0,0,8740.0,1,"(9,12]"
76,6,7848,815,1,0,0,0,19960.0,0,"(0,3]"
776,1,5596,651,1,1,0,1,700.0,1,"(0,3]"
77,4,5396,520,1,0,0,0,1090.0,1,"(3,6]"
427,6,5658,654,1,0,0,0,70.0,1,"(3,6]"
742,5,7640,901,1,1,0,0,4380.0,0,"(9,12]"
1065,5,4134,495,1,0,0,1,1290.0,1,"(3,6]"
552,2,5857,640,1,0,0,0,4260.0,1,"(3,6]"
109,1,8146,851,1,1,0,1,3300.0,0,"(6,9]"
28,4,4567,529,1,1,0,0,1200.0,1,"(9,12]"
369,7,0,0,0,0,0,1,5870.0,0,"(6,9]"
355,2,10742,1282,1,1,0,0,9720.0,0,"(0,3]"
797,6,3190,343,1,0,0,0,2090.0,1,"(9,12]"
491,7,0,0,0,0,0,0,4680.0,1,"(3,6]"
1106,2,4458,566,1,0,0,0,5330.0,1,"(6,9]"
372,7,0,0,0,0,0,0,4880.0,1,"(6,9]"
184,3,7028,646,1,1,0,0,3560.0,0,"(0,3]"
1030,7,0,0,0,0,0,0,36410.0,0,"(0,3]"
678,2,5714,721,1,0,0,0,3250.0,1,"(0,3]"
1111,2,6569,594,1,1,0,1,1900.0,1,"(0,3]"
689,7,0,0,0,0,0,0,15040.0,0,"(6,9]"
374,3,5763,759,1,0,0,1,1150.0,0,"(3,6]"
504,5,5932,854,1,0,0,1,820.0,0,"(6,9]"
425,6,1693,253,1,0,0,0,1460.0,0,"(9,12]"
942,7,0,0,0,0,0,0,6860.0,1,"(9,12]"
431,7,0,0,0,0,0,0,4520.0,0,"(0,3]"
949,2,3426,367,1,0,0,0,870.0,0,"(0,3]"
1070,3,7873,893,1,1,0,0,400.0,0,"(3,6]"
526,6,6195,950,1,0,0,0,120.0,1,"(3,6]"
780,6,2583,299,1,0,0,0,18160.0,0,"(0,3]"
207,6,8562,1030,1,0,0,0,6870.0,0,"(0,3]"
843,7,0,0,0,0,0,0,60.0,0,"(3,6]"
974,2,15228,1841,1,1,0,0,150.0,1,"(6,9]"
185,6,8020,552,1,0,0,0,1860.0,0,"(9,12]"
607,5,5770,595,1,1,0,0,350.0,1,"(3,6]"
1014,1,0,0,0,0,2,1,210.0,1,"(3,6]"
747,2,8969,746,1,1,0,0,45740.0,0,"(0,3]"
552,2,11546,903,1,1,0,0,4260.0,1,"(9,12]"
45,4,5900,437,1,1,0,0,9710.0,0,"(9,12]"
629,1,10760,899,1,1,0,0,510.0,1,"(9,12]"
205,1,5674,807,1,0,0,0,110.0,0,"(3,6]"
332,7,0,0,0,0,0,0,1840.0,0,"(6,9]"
807,7,0,0,0,0,0,1,3870.0,0,"(6,9]"
723,4,9580,727,1,1,0,0,5650.0,1,"(9,12]"
815,4,7983,666,1,1,0,0,590.0,1,"(6,9]"
1057,3,6323,576,1,1,0,0,3230.0,0,"(0,3]"
7,5,9488,1025,1,1,0,0,24000.0,0,"(3,6]"
82,5,10917,979,1,1,0,0,22390.0,1,"(9,12]"
599,2,8432,737,1,1,0,0,580.0,0,"(6,9]"
342,4,0,0,0,1,1,1,15770.0,1,"(3,6]"
300,5,6024,793,1,0,0,0,120.0,1,"(3,6]"
211,2,11311,1412,1,0,0,0,350.0,0,"(0,3]"
763,2,5671,583,1,0,0,0,32240.0,0,"(3,6]"
550,3,5764,471,1,1,0,1,50.0,0,"(0,3]"
935,7,0,0,0,0,0,0,22350.0,0,"(3,6]"
982,7,0,0,0,0,0,0,21930.0,0,"(0,3]"
739,5,10755,813,1,0,0,1,2770.0,1,"(3,6]"
766,3,4891,447,1,0,0,1,9820.0,0,"(0,3]"
543,6,1590,142,1,0,0,0,1080.0,0,"(3,6]"
606,3,7816,769,1,1,0,1,2260.0,0,"(0,3]"
332,6,1607,232,1,0,0,0,1840.0,0,"(6,9]"
753,3,10061,816,1,1,0,0,540.0,1,"(9,12]"
222,4,3629,501,1,0,0,0,2170.0,0,"(6,9]"
832,5,7688,692,1,0,0,1,5070.0,1,"(9,12]"
304,6,5611,823,1,0,0,0,1950.0,0,"(3,6]"
876,7,0,0,0,0,0,0,21790.0,1,"(3,6]"
190,1,9118,769,1,1,0,0,1470.0,1,"(3,6]"
506,5,5832,732,1,0,0,0,1850.0,1,"(3,6]"
1024,4,7451,930,1,1,0,0,1990.0,0,"(9,12]"
678,2,9173,1011,1,1,0,0,3250.0,1,"(6,9]"
308,5,6878,795,1,0,0,0,1070.0,1,"(6,9]"
38,3,6274,485,1,1,0,0,1090.0,0,"(9,12]"
543,5,1937,202,1,0,0,0,1080.0,0,"(0,3]"
532,2,11680,1330,1,1,0,0,1070.0,0,"(0,3]"
836,4,6207,754,1,1,0,0,2720.0,0,"(9,12]"
789,5,2990,427,1,1,0,0,9770.0,0,"(6,9]"
651,7,0,0,0,0,0,0,200.0,0,"(6,9]"
701,7,0,0,0,0,0,0,1450.0,1,"(3,6]"
465,4,5771,475,1,0,0,0,10890.0,0,"(3,6]"
885,7,0,0,0,0,0,0,480.0,0,"(9,12]"
658,4,4466,501,1,0,0,0,520.0,1,"(3,6]"
934,6,6079,552,1,0,0,0,5460.0,1,"(9,12]"
210,5,0,0,0,0,1,0,970.0,1,"(9,12]"
218,5,5404,789,1,1,0,0,640.0,1,"(6,9]"
596,5,4380,709,1,0,0,1,290.0,0,"(3,6]"
935,7,0,0,0,0,0,0,22350.0,0,"(3,6]"
199,4,5807,524,1,0,0,0,6360.0,1,"(6,9]"
972,1,2864,355,1,0,0,0,14960.0,0,"(9,12]"
910,5,6086,649,1,1,0,0,12480.0,1,"(9,12]"
753,1,0,0,0,0,2,1,540.0,1,"(3,6]"
451,5,5726,502,1,1,0,0,2460.0,1,"(3,6]"
442,4,2971,362,1,0,0,0,500.0,1,"(3,6]"
889,4,7326,726,1,1,0,0,18670.0,0,"(3,6]"
11,2,6661,997,1,0,0,0,960.0,1,"(0,3]"
358,2,11584,1230,1,1,0,0,2890.0,0,"(0,3]"
731,5,7140,819,1,0,0,1,15270.0,1,"(6,9]"
601,6,5110,464,1,0,0,0,8220.0,1,"(3,6]"
154,2,9818,787,1,1,0,0,16420.0,0,"(6,9]"
624,1,5451,468,1,1,0,0,6920.0,0,"(0,3]"
1051,4,7105,957,1,1,0,0,200.0,1,"(9,12]"
142,7,0,0,0,0,0,0,1090.0,0,"(0,3]"
135,4,4626,468,1,0,0,0,5190.0,1,"(6,9]"
662,1,7804,764,1,0,0,0,1070.0,0,"(6,9]"
428,3,6362,514,1,1,0,0,2960.0,1,"(0,3]"
375,6,3386,308,1,0,0,0,15710.0,1,"(6,9]"
234,5,12634,1100,1,1,0,1,4370.0,0,"(6,9]"
584,1,3629,368,1,0,0,0,1360.0,1,"(3,6]"
458,5,8000,710,1,1,0,1,3390.0,0,"(6,9]"
398,3,4293,539,1,0,0,0,1540.0,1,"(6,9]"
697,7,0,0,0,0,0,0,3780.0,1,"(0,3]"
551,7,0,0,0,0,0,0,2190.0,0,"(3,6]"
969,4,0,0,0,1,1,0,600.0,1,"(3,6]"
972,1,5729,539,1,1,0,0,14960.0,0,"(0,3]"
849,3,5679,719,1,0,0,0,5000.0,0,"(3,6]"
491,6,6602,611,1,0,0,0,4680.0,1,"(6,9]"
1089,5,9637,981,1,0,0,0,5220.0,0,"(3,6]"
511,4,4287,672,1,1,0,0,2060.0,0,"(0,3]"
678,4,8225,824,1,0,0,1,3250.0,1,"(3,6]"
267,2,16899,1739,1,1,0,0,2460.0,0,"(9,12]"
542,2,6889,571,1,1,0,0,7280.0,1,"(6,9]"
22,1,0,0,0,0,2,1,1040.0,1,"(3,6]"
814,3,0,0,0,1,1,0,24530.0,0,"(3,6]"
212,2,6647,464,1,1,0,0,15050.0,0,"(0,3]"
1005,2,6608,1009,1,1,0,0,6480.0,0,"(3,6]"
290,5,6794,657,1,1,0,1,4150.0,0,"(6,9]"
570,5,4051,643,1,0,0,0,180.0,0,"(3,6]"
440,2,5888,639,1,1,0,0,3900.0,1,"(9,12]"
836,7,0,0,0,0,0,0,2720.0,0,"(9,12]"
325,5,6438,660,1,1,0,0,350.0,1,"(3,6]"
445,7,0,0,0,0,0,0,240.0,0,"(6,9]"
84,5,20529,1994,1,1,0,0,11810.0,0,"(9,12]"
146,6,5854,638,1,0,0,0,8050.0,1,"(0,3]"
966,2,5410,587,1,0,0,0,760.0,0,"(6,9]"
23,6,5504,513,1,0,0,0,4060.0,0,"(9,12]"
254,2,3594,271,1,1,0,0,330.0,1,"(6,9]"
1112,6,8054,722,1,0,0,0,1880.0,0,"(3,6]"
1046,3,6030,539,1,0,0,0,29070.0,0,"(0,3]"
549,1,6181,700,1,1,0,0,2330.0,0,"(9,12]"
16,7,0,0,0,0,0,0,3270.0,0,"(9,12]"
287,7,0,0,0,0,0,0,2740.0,1,"(3,6]"
523,2,12280,1493,1,0,0,0,50.0,0,"(3,6]"
471,4,6483,571,1,0,0,1,5300.0,1,"(0,3]"
212,7,0,0,0,0,0,0,15050.0,0,"(0,3]"
782,1,4053,458,1,0,0,0,5390.0,1,"(3,6]"
951,3,8598,753,1,1,0,0,710.0,1,"(3,6]"
255,6,6318,721,1,0,0,0,4630.0,1,"(0,3]"
321,1,4094,417,1,0,0,0,8140.0,1,"(9,12]"
303,7,0,0,0,0,0,0,15430.0,1,"(6,9]"
195,5,8372,1128,1,0,0,0,220.0,0,"(9,12]"
751,7,0,0,0,0,0,0,650.0,0,"(6,9]"
157,2,12111,1166,1,1,0,0,2950.0,0,"(6,9]"
273,3,7957,735,1,1,0,1,8480.0,0,"(6,9]"
537,6,5938,639,1,0,0,0,600.0,1,"(3,6]"
781,7,0,0,0,0,0,0,630.0,0,"(0,3]"
789,5,3016,441,1,1,0,0,9770.0,0,"(6,9]"
1046,4,9395,734,1,1,0,0,29070.0,0,"(6,9]"
827,6,14242,1838,1,0,0,0,250.0,0,"(0,3]"
96,3,8614,753,1,1,0,0,8780.0,1,"(9,12]"
178,7,0,0,0,0,0,0,1710.0,0,"(6,9]"
302,4,2724,255,1,0,0,0,2190.0,1,"(3,6]"
738,1,11083,836,1,1,0,0,5980.0,0,"(3,6]"
264,6,5281,727,1,0,0,0,180.0,0,"(6,9]"
953,2,3891,473,1,0,0,1,19830.0,1,"(6,9]"
247,6,8526,705,1,0,0,0,70.0,1,"(0,3]"
947,2,9545,1155,1,1,0,1,460.0,1,"(0,3]"
657,7,0,0,0,0,0,0,80.0,1,"(0,3]"
1082,7,0,0,0,0,0,0,440.0,0,"(0,3]"
1023,5,5181,604,1,0,0,0,3740.0,1,"(3,6]"
809,4,7694,705,1,0,0,0,12770.0,0,"(9,12]"
464,3,10107,1134,1,1,0,0,520.0,0,"(3,6]"
151,1,10880,832,1,1,0,0,4360.0,0,"(0,3]"
159,7,0,0,0,0,0,0,8530.0,0,"(3,6]"
874,7,0,0,0,0,0,0,3210.0,0,"(3,6]"
812,1,6652,873,1,0,0,0,2590.0,0,"(0,3]"
751,6,3815,575,1,0,0,0,650.0,0,"(0,3]"
888,6,8739,880,1,0,0,0,4450.0,1,"(9,12]"
999,1,8397,673,1,0,0,1,15140.0,1,"(6,9]"
440,7,0,0,0,0,0,0,3900.0,1,"(0,3]"
1088,1,5360,512,1,0,0,0,4300.0,1,"(6,9]"
260,7,0,0,0,0,0,0,540.0,0,"(6,9]"
539,6,12134,1184,1,0,0,0,770.0,1,"(3,6]"
774,2,5247,754,1,0,0,0,640.0,0,"(0,3]"
608,3,10568,1070,1,1,0,1,18370.0,1,"(6,9]"
564,4,6124,517,1,0,0,1,6540.0,1,"(6,9]"
388,1,16635,1518,1,1,0,0,2260.0,0,"(9,12]"
672,4,6061,1005,1,0,0,0,240.0,0,"(0,3]"
602,6,4129,429,1,0,0,1,2710.0,1,"(9,12]"
881,2,5781,865,1,1,0,0,180.0,1,"(6,9]"
878,7,0,0,0,0,0,0,1100.0,0,"(0,3]"
407,7,0,0,0,0,0,0,5890.0,1,"(3,6]"
676,1,11610,1970,1,0,1,0,1410.0,0,"(3,6]"
75,4,6509,688,1,1,0,1,22440.0,0,"(6,9]"
538,7,0,0,0,0,0,0,990.0,0,"(0,3]"
719,6,8635,739,1,0,0,0,8190.0,1,"(9,12]"
706,6,6297,556,1,0,0,0,7830.0,1,"(0,3]"
169,4,0,0,0,0,0,1,980.0,1,"(6,9]"
691,3,7177,542,1,1,0,0,3030.0,1,"(9,12]"
873,5,0,0,0,1,2,1,2040.0,0,"(0,3]"
610,4,3613,471,1,0,0,0,660.0,0,"(0,3]"
579,7,0,0,0,0,0,0,20970.0,0,"(3,6]"
278,7,0,0,0,0,0,0,9260.0,0,"(3,6]"
853,2,8432,1061,1,0,0,1,14040.0,0,"(6,9]"
692,6,4220,531,1,0,0,0,40.0,0,"(0,3]"
1113,5,5437,677,1,0,0,0,9260.0,0,"(0,3]"
528,2,9893,959,1,0,0,0,20620.0,1,"(9,12]"
274,4,5725,1260,1,0,0,0,3640.0,1,"(6,9]"
974,7,0,0,0,0,0,0,150.0,1,"(6,9]"
230,6,8169,984,1,0,0,0,6680.0,0,"(3,6]"
701,1,4595,598,1,0,0,0,1450.0,1,"(0,3]"
96,5,5302,561,1,1,0,0,8780.0,1,"(6,9]"
1032,2,12603,1276,1,1,0,0,270.0,1,"(3,6]"
738,3,8153,645,1,0,0,0,5980.0,0,"(3,6]"
660,1,0,0,0,0,1,0,1200.0,1,"(3,6]"
961,1,8549,793,1,1,0,1,9430.0,0,"(3,6]"
372,3,10047,733,1,1,0,1,4880.0,1,"(6,9]"
152,1,4803,601,1,0,0,1,1780.0,0,"(6,9]"
409,4,5270,499,1,0,0,1,840.0,1,"(9,12]"
737,1,12707,1402,1,1,0,0,100.0,1,"(9,12]"
404,2,4434,613,1,0,0,0,1420.0,1,"(0,3]"
591,6,3717,338,1,0,0,0,3340.0,1,"(0,3]"
623,2,6602,841,1,0,0,0,4080.0,1,"(3,6]"
348,1,9237,724,1,1,0,0,16490.0,1,"(0,3]"
240,2,3932,402,1,0,0,1,1110.0,0,"(6,9]"
62,4,6140,758,1,0,0,0,2050.0,0,"(0,3]"
769,5,9803,2957,1,0,0,0,840.0,1,"(0,3]"
510,6,5578,559,1,0,0,0,8260.0,0,"(6,9]"
343,4,7884,746,1,1,0,0,18650.0,1,"(6,9]"
58,4,6020,491,1,1,0,0,7340.0,1,"(3,6]"
126,6,4471,449,1,0,0,0,3370.0,1,"(0,3]"
476,5,5931,680,1,0,0,0,8300.0,0,"(3,6]"
718,1,9587,973,1,1,0,0,1100.0,0,"(6,9]"
488,1,5626,505,1,1,0,0,2890.0,0,"(0,3]"
723,1,4744,468,1,0,0,0,5650.0,1,"(9,12]"
1105,3,3052,340,1,1,0,0,330.0,1,"(0,3]"
62,7,0,0,0,0,0,0,2050.0,0,"(9,12]"
408,2,5816,523,1,1,0,0,1560.0,1,"(3,6]"
978,7,0,0,0,0,0,0,3890.0,0,"(3,6]"
439,4,6430,810,1,1,0,0,1350.0,0,"(6,9]"
330,7,0,0,0,0,0,0,370.0,1,"(0,3]"
4,1,10919,1513,1,0,0,0,620.0,0,"(6,9]"
210,7,0,0,0,0,0,0,970.0,1,"(9,12]"
771,2,4949,585,1,0,0,1,20640.0,0,"(6,9]"
602,4,7836,653,1,1,0,0,2710.0,1,"(0,3]"
427,2,5769,704,1,0,0,1,70.0,1,"(3,6]"
11,1,11656,1568,1,0,0,1,960.0,1,"(9,12]"
267,2,9437,1118,1,0,0,0,2460.0,0,"(9,12]"
453,7,2077,287,1,0,0,0,75860.0,0,"(3,6]"
893,5,5333,743,1,0,0,1,130.0,1,"(3,6]"
331,6,3523,455,1,0,0,0,670.0,1,"(3,6]"
301,2,6309,689,1,1,0,0,4510.0,0,"(6,9]"
227,3,6256,551,1,1,0,0,2370.0,0,"(6,9]"
957,7,0,0,0,0,0,0,1420.0,0,"(6,9]"
1003,3,5309,645,1,0,0,1,170.0,1,"(9,12]"
221,2,6093,558,1,1,0,0,13530.0,0,"(0,3]"
813,5,6281,720,1,1,0,0,1560.0,0,"(0,3]"
979,4,5437,587,1,0,0,0,2270.0,1,"(0,3]"
688,6,1411,147,1,0,0,0,18760.0,1,"(9,12]"
495,4,6612,479,1,1,0,0,5470.0,1,"(3,6]"
653,4,4501,397,1,0,0,1,7520.0,1,"(6,9]"
210,7,0,0,0,0,0,0,970.0,1,"(0,3]"
533,6,6721,616,1,0,0,0,5950.0,0,"(3,6]"
771,3,7901,766,1,1,0,1,20640.0,0,"(0,3]"
1081,2,9136,1294,1,1,0,0,400.0,0,"(9,12]"
482,1,6930,863,1,0,0,0,2550.0,0,"(6,9]"
481,6,4639,473,1,0,0,0,7470.0,1,"(0,3]"
744,5,0,0,0,1,2,1,1370.0,1,"(3,6]"
332,4,0,0,0,0,1,0,1840.0,0,"(9,12]"
957,6,4445,479,1,0,0,0,1420.0,0,"(3,6]"
540,7,0,0,0,0,0,0,810.0,1,"(3,6]"
686,6,2529,312,1,0,0,0,20050.0,0,"(3,6]"
